Dropdown List Name,Criteria,,Application Type*,,Unique ID / License No,,Provincial Area - Zone*,,Provincial Area - Type*,,Soil Order*,,Soil Great Group*,,Soil Series*,,Natural Region*,,Natural Subregion*,,NSR - Ecosite Phase - Description*,,Zone*,,Qtr*,,LSD*,,Sec*,,Twp*,,Rng*,,Mer*,,Facility Type*,,Type of Assessment*,,Revegetation Approach*,,Level of Disturbance At Construction*,,Level of Disturbance At Reclamation*,,Yes / No / NA*,,Assessment Results - Site Passed / Failed*,,Prime Assessment Stage Decision*,,Construction Date*,,Aband / Reclaim. / Reveg. Date*,,Slope *,,Typical Slopes *,,Topography *,,Transect *,,Soil Depth*,,Soil Meso.*,,Soil Micro.*,,Surf. Stoni.*,,Coarse Frag.*,,Soil Colour*,,Soil Text.*,,Tops. Cons.*,,Tops. Struc.*,,Root Rest.*,,Soil Text.*,,Subs. Cons.*,,Subs. Struc.*,,Root Rest.*,,Plant Density / Plant Cover (Identify crop type(s) assessed in the notes)*,,Plant Meas.*,,Grow. Stage*,,Germ.*,,Plant Health*,,Head Health*,,Pod. Den.*,,Seed Devel.*,,Weeds*,,Litter Qual.*,,Litter Prod.*,,Classif.*,,Graz. Respon.*,,Cover Code*,Subregion*,Cover Code,Grazing Resp.*,Struct. Layer*,Species Name*,Scientific Name*,Common Name*,Subregion*,,Subregion*,Common Name*,Cover Code,,Type 4 - Cover Code*,,,2,Increaser - Type 1
,------------------,,------------------------------------,,-------------------------------------------------------,,------------------------------------,,-----------------------------------------------,,----------------------,,---------------------------------------------,,---------------------------------------------,,------------------------------------------------,,-----------------------------------------,,-----------------------------------------,,-------------,,-------------,,----------------,,----------------,,----------------,,----------------,,----------------,,-----------------------------------------------,,----------------------------------------------,,------------------------------------------------,,---------------------------------------,,-------------------------------------,,--------------------------------,,-----------------------------------------------------------,,-----------------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------,,-----------------,,-----------------,,-----------------,,--------------------------,,-------------------------------,,-----------------,,-----------------,,-----------------------------,,-------------------,,-----------------------------,,------------------------,,------------------------,,-----------------,,-----------------------------,,------------------------------,,------------------------------,,-----------------,,------------------------------------------------------------------------------------------,,------------------------------,,------------------------------------,,---------------------------,,---------------------------,,---------------------------,,---------------------------,,------------------------------------,,---------------------------,,---------------------------,,---- Disturbed ----,,---------------------------,,---------------------------,,------------------------------------,---------------------------,-------------------------------,--------------------,--------------------,----------------------,---------------------------,---------------------------,---------------------------,,--------------------,---------------------------,---------------------------,,---------------------------,,,3,Invader
,,,,,,,,,,,,,,,BEAUVAIS,,,,,,DG - sa1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - POAPRAT,CP,CP - 03 - 00 - POAPRAT,3,0,POAPRAT,Poa pratensis,Kentucky bluegrass,Central Parkland,,CP,Kentucky bluegrass,CP - 03 - 00 - POAPRAT,,,,,,
,,,,,,,,,,,,,,,BEAUVAIS-AA,,,,,,DG - sa2 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - CHENALB,CP,CP - 03 - 00 - CHENALB,3,0,CHENALB,Chenopodium album,lamb's-quarters,Central Parkland,,CP,lamb's-quarters,CP - 03 - 00 - CHENALB,,,,,,
,,,,,,,,,,,,,,,BEAUVAIS-GR,,,,,,DG - sl1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - EUPHESU,CP,CP - 03 - 00 - EUPHESU,3,0,EUPHESU,Euphorbia esula,leafy spurge,Central Parkland,,CP,leafy spurge,CP - 03 - 00 - EUPHESU,,,,,,
,,,,,,,,,,,,,,,BEAVERHILLS,,,,,,DG - sl2 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - ALOPPRA,CP,CP - 03 - 00 - ALOPPRA,3,0,ALOPPRA,Alopecurus pratensis,meadow foxtail,Central Parkland,,CP,meadow foxtail,CP - 03 - 00 - ALOPPRA,,,,,,
,,,,,,,,,,,,,,,BEAVERHILLS-CR,,,,,,DG - sl3 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - DACTGLO,CP,CP - 03 - 00 - DACTGLO,3,0,DACTGLO,Dactylis glomerata,orchard grass,Central Parkland,,CP,orchard grass,CP - 03 - 00 - DACTGLO,,,,,,
,,,,,,,,,,,,,,,BEAVERHILLS-SA,,,,,,DG - swg1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - OTHINV,CP,CP - 03 - 00 - OTHINV,3,0,OTHINV,OTHINV,Other Invasive,Central Parkland,,CP,Other Invasive,CP - 03 - 00 - OTHINV,,,,,,
,,,,,,,,,,,,,,,BEAVERHILLS-SC,,,,,,DG - sy1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - SONCARV,CP,CP - 03 - 00 - SONCARV,3,0,SONCARV,Sonchus arvensis,perennial sow-thistle,Central Parkland,,CP,perennial sow-thistle,CP - 03 - 00 - SONCARV,,,,,,
,,,,,,,,,,,,,,,BINGVILLE,,,,,,DG - sy2 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - SONCULI,CP,CP - 03 - 00 - SONCULI,3,0,SONCULI,Sonchus uliginosus,perennial sow-thistle,Central Parkland,,CP,perennial sow-thistle,CP - 03 - 00 - SONCULI,,,,,,
,,,,,,,,,,,,,,,BINGVILLE-GL,,,,,,DG - tb1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - SONCASP,CP,CP - 03 - 00 - SONCASP,3,0,SONCASP,Sonchus asper,prickly annual sow-thistle,Central Parkland,,CP,prickly annual sow-thistle,CP - 03 - 00 - SONCASP,,,,,,
,,,,,,,,,,,,,,,BINGVILLE-GR,,,,,,DG - tb2 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - LACTSER,CP,CP - 03 - 00 - LACTSER,3,0,LACTSER,Lactuca serriola,prickly lettuce,Central Parkland,,CP,prickly lettuce,CP - 03 - 00 - LACTSER,,,,,,
,,,,,,,,,,,,,,,BINGVILLE-SA,,,,,,DG - tb1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - AGROREP,CP,CP - 03 - 00 - AGROREP,3,0,AGROREP,Agropyron repens,quack grass,Central Parkland,,CP,quack grass,CP - 03 - 00 - AGROREP,,,,,,
,,,,,,,,,,,,,,,BINGVILLE-ZR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - TRIFPRA,CP,CP - 03 - 00 - TRIFPRA,3,0,TRIFPRA,Trifolium pratense,red clover,Central Parkland,,CP,red clover,CP - 03 - 00 - TRIFPRA,,,,,,
,,,,,,,,,,,,,,,BOW VALLEY MTN,,,,,,-------------------- Dry Mixedwood --------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - FESTRUB,CP,CP - 03 - 00 - FESTRUB,3,0,FESTRUB,Festuca rubra,red fescue,Central Parkland,,CP,red fescue,CP - 03 - 00 - FESTRUB,,,,,,
,,,,,,,,,,,,,,,BAWLF,,,,,,DM - b2 - Blueberry - AW-BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - AXYRAMA,CP,CP - 03 - 00 - AXYRAMA,3,0,AXYRAMA,Axyris amaranthoides,Russian pigweed,Central Parkland,,CP,Russian pigweed,CP - 03 - 00 - AXYRAMA,,,,,,
,,,,,,,,,,,,,,,BAWLF-XT,,,,,,DM - b3 - Blueberry - AW-SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - FESTOVI,CP,CP - 03 - 00 - FESTOVI,3,0,FESTOVI,Festuca ovina ,sheep fescue,Central Parkland,,CP,sheep fescue,CP - 03 - 00 - FESTOVI,,,,,,
,,,,,,,,,,,,,,,BROWNVALE,,,,,,DM - b7 - Blueberry - Native Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - CAPSBUR,CP,CP - 03 - 00 - CAPSBUR,3,0,CAPSBUR,Capsella bursa-pastoris,shepherd's-purse,Central Parkland,,CP,shepherd's-purse,CP - 03 - 00 - CAPSBUR,,,,,,
,,,,,,,,,,,,,,,BERWYN,,,,,,DM - b1 - Blueberry - PJ - AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - THLAARV,CP,CP - 03 - 00 - THLAARV,3,0,THLAARV,Thlaspi arvense,stinkweed,Central Parkland,,CP,stinkweed,CP - 03 - 00 - THLAARV,,,,,,
,,,,,,,,,,,,,,,BOYER,,,,,,DM - b6 - Blueberry - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - KOCHSCO,CP,CP - 03 - 00 - KOCHSCO,3,0,KOCHSCO,Kochia scoparia,summer-cypress,Central Parkland,,CP,summer-cypress,CP - 03 - 00 - KOCHSCO,,,,,,
,,,,,,,,,,,,,,,BOYER-DA,,,,,,DM - b4 - Blueberry - SW - PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - RANUACR,CP,CP - 03 - 00 - RANUACR,3,0,RANUACR,Ranunculus acris,tall buttercup,Central Parkland,,CP,tall buttercup,CP - 03 - 00 - RANUACR,,,,,,
,,,,,,,,,,,,,,,BRYANT,,,,,,DM - b5 - Blueberry - Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - PHLEPRA,CP,CP - 03 - 00 - PHLEPRA,3,0,PHLEPRA,Phleum pratense,timothy,Central Parkland,,CP,timothy,CP - 03 - 00 - PHLEPRA,,,,,,
,,,,,,,,,,,,,,,BALZAC,,,,,,DM - i2 - Bog - Shrubby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - LINAVUL,CP,CP - 03 - 00 - LINAVUL,3,0,LINAVUL,Linaria vulgaris,toadflax,Central Parkland,,CP,toadflax,CP - 03 - 00 - LINAVUL,,,,,,
,,,,,,,,,,,,,,,BALZAC-AA,,,,,,DM - i1 - Bog - Treed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - SISYALT,CP,CP - 03 - 00 - SISYALT,3,0,SISYALT,Sisymbrium altissimum,tumbling mustard,Central Parkland,,CP,tumbling mustard,CP - 03 - 00 - SISYALT,,,,,,
,,,,,,,,,,,,,,,BEAZER,,,,,,DM - e1 - Dogwood - PB-AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - TRIFSPP,CP,CP - 03 - 00 - TRIFSPP,3,0,TRIFSPP,Trifolium species,undifferentiated clover,Central Parkland,,CP,undifferentiated clover,CP - 03 - 00 - TRIFSPP,,,,,,
,,,,,,,,,,,,,,,BEAZER-AA,,,,,,DM - e2 - Dogwood - PB-AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - LAPPOCC,CP,CP - 03 - 00 - LAPPOCC,3,0,LAPPOCC,Lappula occidentalis,western bluebur,Central Parkland,,CP,western bluebur,CP - 03 - 00 - LAPPOCC,,,,,,
,,,,,,,,,,,,,,,BEAZER-CA,,,,,,DM - e4 - Dogwood - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 03 - 00 - TRIFREP,CP,CP - 03 - 00 - TRIFREP,3,0,TRIFREP,Trifolium repens,white clover,Central Parkland,,CP,white clover,CP - 03 - 00 - TRIFREP,,,,,,
,,,,,,,,,,,,,,,BEAZER-SA,,,,,,DM - e3 - Dogwood - SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - ARTEBIE,CP,CP - 04 - 03 - ARTEBIE,4,3,ARTEBIE,Artemisia biennis,biennial sagewort,Central Parkland,,CP,biennial sagewort,CP - 04 - 03 - ARTEBIE,,,,,,
,,,,,,,,,,,,,,,BEAZER-ST,,,,,,DM - e5 - Dogwood - Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - BOUTGRA,CP,CP - 04 - 03 - BOUTGRA,4,3,BOUTGRA,Bouteloua gracilis,blue grama,Central Parkland,,CP,blue grama,CP - 04 - 03 - BOUTGRA,,,,,,
,,,,,,,,,,,,,,,BEAZER-TA,,,,,,DM - aa1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - LEPIDEN,CP,CP - 04 - 03 - LEPIDEN,4,3,LEPIDEN,Lepidium densiflorum,common pepper-grass,Central Parkland,,CP,common pepper-grass,CP - 04 - 03 - LEPIDEN,,,,,,
,,,,,,,,,,,,,,,CARCAJOU,,,,,,DM - bb1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - ACHIMIL,CP,CP - 04 - 03 - ACHIMIL,4,3,ACHIMIL,Achillea millefolium,common yarrow,Central Parkland,,CP,common yarrow,CP - 04 - 03 - ACHIMIL,,,,,,
,,,,,,,,,,,,,,,CARCAJOU-CO,,,,,,DM - dd1 - Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - HORDJUB,CP,CP - 04 - 03 - HORDJUB,4,3,HORDJUB,Hordeum jubatum,foxtail barley,Central Parkland,,CP,foxtail barley,CP - 04 - 03 - HORDJUB,,,,,,
,,,,,,,,,,,,,,,CARCAJOU-GL,,,,,,DM - f5 - Horsetail - Gramminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - THERRHO,CP,CP - 04 - 03 - THERRHO,4,3,THERRHO,Thermopsis rhombifolia,golden bean,Central Parkland,,CP,golden bean,CP - 04 - 03 - THERRHO,,,,,,
,,,,,,,,,,,,,,,CARCAJOU-GR,,,,,,DM - f1 - Horsetail - PB-AW-BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - KOELMAC,CP,CP - 04 - 03 - KOELMAC,4,3,KOELMAC,Koeleria macrantha,June grass,Central Parkland,,CP,June grass,CP - 04 - 03 - KOELMAC,,,,,,
,,,,,,,,,,,,,,,CARCAJOU-ST,,,,,,DM - f2 - Horsetail - PB-SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - OTHFORB,CP,CP - 04 - 03 - OTHFORB,4,3,OTHFORB,OTHFORB,Other Forb,Central Parkland,,CP,Other Forb,CP - 04 - 03 - OTHFORB,,,,,,
,,,,,,,,,,,,,,,CALAIS,,,,,,DM - f4 - Horsetail - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - ARTEFRI,CP,CP - 04 - 03 - ARTEFRI,4,3,ARTEFRI,Artemisia frigida,pasture sagewort,Central Parkland,,CP,pasture sagewort,CP - 04 - 03 - ARTEFRI,,,,,,
,,,,,,,,,,,,,,,CALAIS-AA,,,,,,DM - f3 - Horsetail - SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - ARTECAM,CP,CP - 04 - 03 - ARTECAM,4,3,ARTECAM,Artemisia campestris,plains wormwood,Central Parkland,,CP,plains wormwood,CP - 04 - 03 - ARTECAM,,,,,,
,,,,,,,,,,,,,,,CALAIS-XP,,,,,,DM - c2 - Labrador Tea - Mesic Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - ARTELUD,CP,CP - 04 - 03 - ARTELUD,4,3,ARTELUD,Artemisia ludoviciana,prairie sagewort,Central Parkland,,CP,prairie sagewort,CP - 04 - 03 - ARTELUD,,,,,,
,,,,,,,,,,,,,,,CAROLINE,,,,,,DM - h3 - Labrador Tea - Horsetail - Deciduous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - AGROSCA,CP,CP - 04 - 03 - AGROSCA,4,3,AGROSCA,Agrostis scabra,rough hair grass,Central Parkland,,CP,rough hair grass,CP - 04 - 03 - AGROSCA,,,,,,
,,,,,,,,,,,,,,,CAW,,,,,,DM - h2 - Labrador Tea - Horsetail - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - POASAND,CP,CP - 04 - 03 - POASAND,4,3,POASAND,Poa sandbergii,Sandberg bluegrass,Central Parkland,,CP,Sandberg bluegrass,CP - 04 - 03 - POASAND,,,,,,
,,,,,,,,,,,,,,,CAW-AA,,,,,,DM - h1 - Labrador Tea - Horsetail - SW-SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 03 - FRAGVIR,CP,CP - 04 - 03 - FRAGVIR,4,3,FRAGVIR,Fragaria virginiana,wild strawberry ,Central Parkland,,CP,wild strawberry ,CP - 04 - 03 - FRAGVIR,,,,,,
,,,,,,,,,,,,,,,CAVELL,,,,,,DM - c1 - Labrador Tea - Mesic - PJ-SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - CAREOBT,CP,CP - 04 - 04 - CAREOBT,4,4,CAREOBT,Carex obtusata,blunt sedge,Central Parkland,,CP,blunt sedge,CP - 04 - 04 - CAREOBT,,,,,,
,,,,,,,,,,,,,,,CARBONDALE,,,,,,DM - g1 - Labrador Tea - Subhygric - SB-PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - ANTENEG,CP,CP - 04 - 04 - ANTENEG,4,4,ANTENEG,Antennaria neglecta,broad-leaved everlasting,Central Parkland,,CP,broad-leaved everlasting,CP - 04 - 04 - ANTENEG,,,,,,
,,,,,,,,,,,,,,,CARBONDALE-AA,,,,,,DM - g2 - Labrador Tea - Subhygric - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - ANTEAPR,CP,CP - 04 - 04 - ANTEAPR,4,4,ANTEAPR,Antennaria aprica,low everlasting,Central Parkland,,CP,low everlasting,CP - 04 - 04 - ANTEAPR,,,,,,
,,,,,,,,,,,,,,,CARIBOU,,,,,,DM - a1 - Lichen - PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - CARESTE,CP,CP - 04 - 04 - CARESTE,4,4,CARESTE,Carex stenophylla,low sedge,Central Parkland,,CP,low sedge,CP - 04 - 04 - CARESTE,,,,,,
,,,,,,,,,,,,,,,CARIBOU-GR,,,,,,DM - d1 - Low-bush Cranberry - AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - ANTEPAR,CP,CP - 04 - 04 - ANTEPAR,4,4,ANTEPAR,Antennaria parvifolia,small-leaved everlasting,Central Parkland,,CP,small-leaved everlasting,CP - 04 - 04 - ANTEPAR,,,,,,
,,,,,,,,,,,,,,,CARIBOU-ST,,,,,,DM - d2 - Low-bush Cranberry - AW-SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - ANTESPP,CP,CP - 04 - 04 - ANTESPP,4,4,ANTESPP,Antennaria species,undifferentiated  everlasting,Central Parkland,,CP,undifferentiated  everlasting,CP - 04 - 04 - ANTESPP,,,,,,
,,,,,,,,,,,,,,,CUCUMBER,,,,,,DM - d4 - Low-bush Cranberry - Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP - 04 - 04 - CARESPP,CP,CP - 04 - 04 - CARESPP,4,4,CARESPP,Carex species ,undifferentiated sedge,Central Parkland,,CP,undifferentiated sedge,CP - 04 - 04 - CARESPP,,,,,,
,,,,,,,,,,,,,,,CECIL,,,,,,DM - d3 - Low-bush Cranberry - SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DG - 00 - 00 - MOSSLIC,DG,DG - 00 - 00 - MOSSLIC,0,0,MOSSLIC,Moss / Lichen,Moss / Lichen,Dry Mixedgrass,,DG,Moss / Lichen,DG - 00 - 00 - MOSSLIC,,,,,,
,,,,,,,,,,,,,,,CECIL-ST,,,,,,DM - d5 - Low-bush Cranberry - Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DG - 01 - 01 - PRUNVIR,DG,DG - 01 - 01 - PRUNVIR,1,1,PRUNVIR,Prunus virginiana,choke cherry,Dry Mixedgrass,,DG,choke cherry,DG - 01 - 01 - PRUNVIR,,,,,,
,,,,,,,,,,,,,,,CROOKED CREEK,,,,,,DM - l1 - Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DG - 01 - 01 - ATRINUT,DG,DG - 01 - 01 - ATRINUT,1,1,ATRINUT,Atriplex nuttallii,Nuttall's atriplex,Dry Mixedgrass,,DG,Nuttall's atriplex,DG - 01 - 01 - ATRINUT,,,,,,
,,,,,,,,,,,,,,,CADOMIN,,,,,,DM - j3 - Poor Fen - Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DG - 01 - 01 - ATRICAN,DG,DG - 01 - 01 - ATRICAN,1,1,ATRICAN,Atriplex canescens,saltbush,Dry Mixedgrass,,DG,saltbush,DG - 01 - 01 - ATRICAN,,,,,,
